Directory Name,Directory Path,Status
getnamo_tensorflow-unreal-examples,../projects/getnamo_tensorflow-unreal-examples,uses_tf1
tensorflow_recommenders,../projects/tensorflow_recommenders,Pending
stick-to_object-detection-api-tensorflow,../projects/stick-to_object-detection-api-tensorflow,Pending
detectionteamucas_retinanet_tensorflow_rotation,../projects/detectionteamucas_retinanet_tensorflow_rotation,uses_tf1
dgurkaynak_tensorflow-cnn-finetune,../projects/dgurkaynak_tensorflow-cnn-finetune,uses_tf1
morvanzhou_reinforcement-learning-with-tensorflow,../projects/morvanzhou_reinforcement-learning-with-tensorflow,Pending
tensorspeech_tensorflowasr,../projects/tensorspeech_tensorflowasr,Pending
instillai_tensorflow-course,../projects/instillai_tensorflow-course,Pending
jason9693_musictransformer-tensorflow2.0,../projects/jason9693_musictransformer-tensorflow2.0,Pending
georgesung_ssd_tensorflow_traffic_sign_detection,../projects/georgesung_ssd_tensorflow_traffic_sign_detection,uses_tf1
tensorflow_graphics_patched,../projects/tensorflow_graphics_patched,Pending
lynnho_dcgan-lsgan-wgan-gp-dragan-tensorflow-2,../projects/lynnho_dcgan-lsgan-wgan-gp-dragan-tensorflow-2,Pending
drewnf_tensorflow_object_tracking_video,../projects/drewnf_tensorflow_object_tracking_video,uses_tf1
googlecloudplatform_tensorflow-recommendation-wals,../projects/googlecloudplatform_tensorflow-recommendation-wals,no
tensorflow_benchmarks,../projects/tensorflow_benchmarks,Pending
morvanzhou_tensorflow-tutorial,../projects/morvanzhou_tensorflow-tutorial,Pending
amir-abdi_keras_to_tensorflow,../projects/amir-abdi_keras_to_tensorflow,uses_tf1
yahoo_tensorflowonspark,../projects/yahoo_tensorflowonspark,Pending
morvanzhou_tensorflow2-tutorial,../projects/morvanzhou_tensorflow2-tutorial,Pending
detectionteamucas_r2cnn-plus-plus_tensorflow,../projects/detectionteamucas_r2cnn-plus-plus_tensorflow,uses_tf1
bilylee_siamfc-tensorflow,../projects/bilylee_siamfc-tensorflow,uses_tf1
tensorflow_similarity,../projects/tensorflow_similarity,Pending
tensorflow_hub,../projects/tensorflow_hub,Pending
pinto0309_tflite2tensorflow,../projects/pinto0309_tflite2tensorflow,Pending
carlthome_tensorflow-convlstm-cell,../projects/carlthome_tensorflow-convlstm-cell,can
thinklab-sjtu_csl_retinanet_tensorflow,../projects/thinklab-sjtu_csl_retinanet_tensorflow,Pending
vanhuyz_cyclegan-tensorflow,../projects/vanhuyz_cyclegan-tensorflow,Pending
philipperemy_tensorflow-ctc-speech-recognition,../projects/philipperemy_tensorflow-ctc-speech-recognition,Pending
edjeelectronics_tensorflow-object-detection-on-the-raspberry-pi,../projects/edjeelectronics_tensorflow-object-detection-on-the-raspberry-pi,uses_tf1
